writer_label,writer_target,k,condition_id,method,typed_pools,pool_contains_exact_rate,selected_exact_rate,oracle_hit_rate,mean_selection_regret_fields,authorization_error_rate,apparent_authority_rate,lost_authority_rate,mean_overgrant_fields,mean_undergrant_fields,review_failure_rate
GLM 5.2,glm_5_2_baseten,2,incremental_typed,deepseek_review,12,0.0,0.0,0.75,0.25,0.4166666666666667,0.4166666666666667,0.0,0.8333333333333334,0.4166666666666667,0.16666666666666666
GLM 5.2,glm_5_2_baseten,2,incremental_typed,oracle_best,12,0.0,0.0,1.0,0.0,0.4166666666666667,0.4166666666666667,0.0,0.8333333333333334,0.16666666666666666,
GLM 5.2,glm_5_2_baseten,2,incremental_typed,self_review,12,0.0,0.0,0.75,0.25,0.4166666666666667,0.4166666666666667,0.0,0.8333333333333334,0.4166666666666667,0.16666666666666666
GLM 5.2,glm_5_2_baseten,2,one_shot_typed,deepseek_review,12,0.75,0.5,0.5833333333333334,1.25,0.0,0.0,0.0,0.5833333333333334,0.3333333333333333,0.0
GLM 5.2,glm_5_2_baseten,2,one_shot_typed,oracle_best,12,0.75,0.75,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,
GLM 5.2,glm_5_2_baseten,2,one_shot_typed,self_review,12,0.75,0.5,0.5833333333333334,1.25,0.0,0.0,0.0,0.5833333333333334,0.3333333333333333,0.08333333333333333
GLM 5.2,glm_5_2_baseten,2,typed_pooled,deepseek_review,24,0.375,0.25,0.6666666666666666,0.75,0.20833333333333334,0.20833333333333334,0.0,0.7083333333333334,0.375,0.08333333333333333
GLM 5.2,glm_5_2_baseten,2,typed_pooled,oracle_best,24,0.375,0.375,1.0,0.0,0.20833333333333334,0.20833333333333334,0.0,0.4583333333333333,0.125,
GLM 5.2,glm_5_2_baseten,2,typed_pooled,self_review,24,0.375,0.25,0.6666666666666666,0.75,0.20833333333333334,0.20833333333333334,0.0,0.7083333333333334,0.375,0.125
GLM 5.2,glm_5_2_baseten,4,incremental_typed,deepseek_review,12,0.0,0.0,0.6666666666666666,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.0,0.75,0.4166666666666667,0.6666666666666666
GLM 5.2,glm_5_2_baseten,4,incremental_typed,oracle_best,12,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.5833333333333334,0.16666666666666666,
GLM 5.2,glm_5_2_baseten,4,incremental_typed,self_review,12,0.0,0.0,0.6666666666666666,0.5,0.4166666666666667,0.4166666666666667,0.0,0.8333333333333334,0.4166666666666667,0.9166666666666666
GLM 5.2,glm_5_2_baseten,4,one_shot_typed,deepseek_review,12,0.75,0.4166666666666667,0.5,1.3333333333333333,0.0,0.0,0.0,0.5833333333333334,0.3333333333333333,0.25
GLM 5.2,glm_5_2_baseten,4,one_shot_typed,oracle_best,12,0.75,0.75,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,
GLM 5.2,glm_5_2_baseten,4,one_shot_typed,self_review,12,0.75,0.5,0.5833333333333334,1.25,0.0,0.0,0.0,0.5833333333333334,0.3333333333333333,0.4166666666666667
GLM 5.2,glm_5_2_baseten,4,typed_pooled,deepseek_review,24,0.375,0.20833333333333334,0.5833333333333334,0.875,0.20833333333333334,0.20833333333333334,0.0,0.6666666666666666,0.375,0.4583333333333333
GLM 5.2,glm_5_2_baseten,4,typed_pooled,oracle_best,24,0.375,0.375,1.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.125,
GLM 5.2,glm_5_2_baseten,4,typed_pooled,self_review,24,0.375,0.25,0.625,0.875,0.20833333333333334,0.20833333333333334,0.0,0.7083333333333334,0.375,0.6666666666666666
GLM 5.2,glm_5_2_baseten,8,incremental_typed,deepseek_review,12,0.0,0.0,0.5,0.9166666666666666,0.4166666666666667,0.4166666666666667,0.0,1.0,0.3333333333333333,0.25
GLM 5.2,glm_5_2_baseten,8,incremental_typed,oracle_best,12,0.0,0.0,1.0,0.0,0.25,0.25,0.0,0.3333333333333333,0.16666666666666666,
GLM 5.2,glm_5_2_baseten,8,incremental_typed,self_review,12,0.0,0.0,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.75,0.3333333333333333,0.08333333333333333
GLM 5.2,glm_5_2_baseten,8,one_shot_typed,deepseek_review,12,0.8333333333333334,0.08333333333333333,0.16666666666666666,1.9166666666666667,0.0,0.0,0.0,0.5,0.4166666666666667,0.0
GLM 5.2,glm_5_2_baseten,8,one_shot_typed,oracle_best,12,0.8333333333333334,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,
GLM 5.2,glm_5_2_baseten,8,one_shot_typed,self_review,12,0.8333333333333334,0.3333333333333333,0.3333333333333333,1.75,0.0,0.0,0.0,0.6666666666666666,0.4166666666666667,0.0
GLM 5.2,glm_5_2_baseten,8,typed_pooled,deepseek_review,24,0.4166666666666667,0.041666666666666664,0.3333333333333333,1.4166666666666667,0.20833333333333334,0.20833333333333334,0.0,0.75,0.375,0.125
GLM 5.2,glm_5_2_baseten,8,typed_pooled,oracle_best,24,0.4166666666666667,0.4166666666666667,1.0,0.0,0.125,0.125,0.0,0.20833333333333334,0.125,
GLM 5.2,glm_5_2_baseten,8,typed_pooled,self_review,24,0.4166666666666667,0.16666666666666666,0.4166666666666667,1.2083333333333333,0.16666666666666666,0.16666666666666666,0.0,0.7083333333333334,0.375,0.041666666666666664
Grok 4.3,grok_4_3_openrouter,2,incremental_typed,deepseek_review,12,0.3333333333333333,0.25,0.75,0.25,0.4166666666666667,0.4166666666666667,0.0,1.0833333333333333,0.16666666666666666,0.0
Grok 4.3,grok_4_3_openrouter,2,incremental_typed,oracle_best,12,0.3333333333333333,0.3333333333333333,1.0,0.0,0.4166666666666667,0.4166666666666667,0.0,1.0833333333333333,0.08333333333333333,
Grok 4.3,grok_4_3_openrouter,2,incremental_typed,self_review,12,0.3333333333333333,0.25,0.75,0.25,0.4166666666666667,0.4166666666666667,0.0,1.1666666666666667,0.16666666666666666,0.0
Grok 4.3,grok_4_3_openrouter,2,one_shot_typed,deepseek_review,12,0.75,0.75,0.9166666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
Grok 4.3,grok_4_3_openrouter,2,one_shot_typed,oracle_best,12,0.75,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Grok 4.3,grok_4_3_openrouter,2,one_shot_typed,self_review,12,0.75,0.75,0.9166666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
Grok 4.3,grok_4_3_openrouter,2,typed_pooled,deepseek_review,24,0.5416666666666666,0.5,0.8333333333333334,0.16666666666666666,0.20833333333333334,0.20833333333333334,0.0,0.5416666666666666,0.08333333333333333,0.0
Grok 4.3,grok_4_3_openrouter,2,typed_pooled,oracle_best,24,0.5416666666666666,0.5416666666666666,1.0,0.0,0.20833333333333334,0.20833333333333334,0.0,0.5416666666666666,0.041666666666666664,
Grok 4.3,grok_4_3_openrouter,2,typed_pooled,self_review,24,0.5416666666666666,0.5,0.8333333333333334,0.16666666666666666,0.20833333333333334,0.20833333333333334,0.0,0.5833333333333334,0.08333333333333333,0.0
Grok 4.3,grok_4_3_openrouter,4,incremental_typed,deepseek_review,12,0.4166666666666667,0.25,0.5833333333333334,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.0,0.8333333333333334,0.25,0.4166666666666667
Grok 4.3,grok_4_3_openrouter,4,incremental_typed,oracle_best,12,0.4166666666666667,0.4166666666666667,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.8333333333333334,0.08333333333333333,
Grok 4.3,grok_4_3_openrouter,4,incremental_typed,self_review,12,0.4166666666666667,0.25,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,0.9166666666666666,0.25,0.0
Grok 4.3,grok_4_3_openrouter,4,one_shot_typed,deepseek_review,12,0.75,0.75,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Grok 4.3,grok_4_3_openrouter,4,one_shot_typed,oracle_best,12,0.75,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Grok 4.3,grok_4_3_openrouter,4,one_shot_typed,self_review,12,0.75,0.75,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
Grok 4.3,grok_4_3_openrouter,4,typed_pooled,deepseek_review,24,0.5833333333333334,0.5,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.4166666666666667,0.125,0.20833333333333334
Grok 4.3,grok_4_3_openrouter,4,typed_pooled,oracle_best,24,0.5833333333333334,0.5833333333333334,1.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.4166666666666667,0.041666666666666664,
Grok 4.3,grok_4_3_openrouter,4,typed_pooled,self_review,24,0.5833333333333334,0.5,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.4583333333333333,0.125,0.0
Grok 4.3,grok_4_3_openrouter,8,incremental_typed,deepseek_review,12,0.4166666666666667,0.25,0.75,0.25,0.3333333333333333,0.3333333333333333,0.0,0.8333333333333334,0.25,0.0
Grok 4.3,grok_4_3_openrouter,8,incremental_typed,oracle_best,12,0.4166666666666667,0.4166666666666667,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.8333333333333334,0.08333333333333333,
Grok 4.3,grok_4_3_openrouter,8,incremental_typed,self_review,12,0.4166666666666667,0.25,0.5833333333333334,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.0,0.8333333333333334,0.25,0.0
