authorization_id,case_id,condition_id,cue_level,cue_pair_id,errors,exact,field,final_typed_memory,memory_id,overgrant,undergrant,writer_seed,writer_target
auth_catering,procurement_v1_catering_category_narrowing,one_shot_typed,l0,cue_memory_pair_00b6674a614dbd689c184d03,[],true,issuer,true,mem_0b353978b429fbfdaa4ecd38,false,false,20260818,inkling_baseten
auth_catering,procurement_v1_catering_category_narrowing,one_shot_typed,l0,cue_memory_pair_00b6674a614dbd689c184d03,[],true,grantee,true,mem_0b353978b429fbfdaa4ecd38,false,false,20260818,inkling_baseten
auth_catering,procurement_v1_catering_category_narrowing,one_shot_typed,l0,cue_memory_pair_00b6674a614dbd689c184d03,[],true,effect,true,mem_0b353978b429fbfdaa4ecd38,false,false,20260818,inkling_baseten
auth_catering,procurement_v1_catering_category_narrowing,one_shot_typed,l0,cue_memory_pair_00b6674a614dbd689c184d03,[],true,action,true,mem_0b353978b429fbfdaa4ecd38,false,false,20260818,inkling_baseten
auth_catering,procurement_v1_catering_category_narrowing,one_shot_typed,l0,cue_memory_pair_00b6674a614dbd689c184d03,[],true,status,true,mem_0b353978b429fbfdaa4ecd38,false,false,20260818,inkling_baseten
auth_catering,procurement_v1_catering_category_narrowing,one_shot_typed,l0,cue_memory_pair_00b6674a614dbd689c184d03,[],true,valid_from,true,mem_0b353978b429fbfdaa4ecd38,false,false,20260818,inkling_baseten
auth_catering,procurement_v1_catering_category_narrowing,one_shot_typed,l0,cue_memory_pair_00b6674a614dbd689c184d03,[],true,valid_until,true,mem_0b353978b429fbfdaa4ecd38,false,false,20260818,inkling_baseten
auth_catering,procurement_v1_catering_category_narrowing,one_shot_typed,l0,cue_memory_pair_00b6674a614dbd689c184d03,[],true,supersedes,true,mem_0b353978b429fbfdaa4ecd38,false,false,20260818,inkling_baseten
auth_catering,procurement_v1_catering_category_narrowing,one_shot_typed,l0,cue_memory_pair_00b6674a614dbd689c184d03,[],true,source_turn_ids,true,mem_0b353978b429fbfdaa4ecd38,false,false,20260818,inkling_baseten
auth_catering,procurement_v1_catering_category_narrowing,one_shot_typed,l0,cue_memory_pair_00b6674a614dbd689c184d03,[],true,scope.vendor,true,mem_0b353978b429fbfdaa4ecd38,false,false,20260818,inkling_baseten
auth_catering,procurement_v1_catering_category_narrowing,one_shot_typed,l0,cue_memory_pair_00b6674a614dbd689c184d03,[],true,scope.allowed_categories,true,mem_0b353978b429fbfdaa4ecd38,false,false,20260818,inkling_baseten
auth_catering,procurement_v1_catering_category_narrowing,one_shot_typed,l0,cue_memory_pair_00b6674a614dbd689c184d03,[],true,scope.max_amount,true,mem_0b353978b429fbfdaa4ecd38,false,false,20260818,inkling_baseten
